confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
808	1	1	1	1	0.3025375495423327	0.3685249725861898	-168.13725056570698	N/A	51.84759230189567	C14H27N3O4	[M + H]+	CCQLQKZTXZBXTN	InChI=1S/C14H27N3O4/c1-5-9(4)12(14(20)21)17-11(18)7-16-13(19)10(15)6-8(2)3/h8-10,12H,5-7,15H2,1-4H3,(H,16,19)(H,17,18)(H,20,21)	2-[[2-[(2-Amino-4-methylpentanoyl)amino]acetyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)CNC(=O)C(CC(C)C)N	0.3495774	145456425;18222109	PUBCHEM:(145456425 18222109);CHEBI:(159206)	34	302.20773	88.817734375	823_mzmine_results_sirius_3761	3761
809	1	1	1	1	0.3019313295960268	0.3019313295960268	-277.5517982193656	N/A	35.83021191964719	C39H77NO5	[M + H]+	TYQZVPVNVGLVQN	InChI=1S/C39H77NO5/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-23-25-27-29-31-38(44)39(45)40-36(34-41)37(43)33-32-35(42)30-28-26-24-22-14-12-10-8-6-4-2/h32-33,35-38,41-44H,3-31,34H2,1-2H3,(H,40,45)	null	CCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CC(CCCCCCCCCCCC)O)O)O	12.02362	""	LIPIDMAPS:(LMSP02010188)	2147483648	640.58762	392.12695304870607	2036_mzmine_results_sirius_7262	7262
810	1	1	1	1	0.30143684484785616	0.3644605699564927	-37.44566838447093	N/A	59.27682638419029	C13H25N3O6	[M + H]+	ILDSIMPXNFWKLH	InChI=1S/C13H25N3O6/c1-6(2)4-8(14)11(19)16-10(7(3)18)12(20)15-9(5-17)13(21)22/h6-10,17-18H,4-5,14H2,1-3H3,(H,15,20)(H,16,19)(H,21,22)	2-[[2-[(2-Amino-4-methylpentanoyl)amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoic acid	CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)O)N	-1.7503532	25253315;18222268	PUBCHEM:(25253315 18222268);CHEBI:(73575)	34	320.182	56.769492187500006	436_mzmine_results_sirius_2065	2065
811	1	1	1	1	0.30000273383543025	0.30000273383543025	-156.24917327634864	N/A	132.64306845405142	C26H48O9	[M + H]+	PPMPLIBYTIWXPG	InChI=1S/C26H48O9/c1-4-6-8-10-12-14-19(16-21(27)28)34-22(29)17-20(15-13-11-9-7-5-2)35-26-25(32)24(31)23(30)18(3)33-26/h18-20,23-26,30-32H,4-17H2,1-3H3,(H,27,28)	Rhamnolipid 2	CCCCCCCC(CC(=O)O)OC(=O)CC(CCCCCCC)OC1C(C(C(C(O1)C)O)O)O	4.7	154679046;154679049;163014377;163014378;58475060;102035691;101702086;162510925;162510932;162510936;52921579;66670010;155058698;75955025;89885301;56936286;54201388;10769134;162246;164702414;90292292	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0257327);BloodExposome:(162246);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0291721);LIPIDMAPS:(LMFA13030001);MESH:(162246);PUBCHEM:(154679046 154679049 163014377 163014378 58475060 102035691 101702086 162510925 162510932 162510936 52921579 66670010 155058698 75955025 89885301 56936286 54201388 10769134 162246 164702414 90292292);COCONUT:(CNP0289931);CHEBI:(185618 62238 62255);LOTUS:(Q105212961 Q27131721);DSSTox:(DTXSID50885662);PUBMED	139946098798	505.33644	311.523915950153	1840_mzmine_results_sirius_6830	6830
812	1	1	1	1	0.2997338631256448	0.2997338631256448	-115.7814454996563	N/A	41.05355177085164	C14H17NO2	[M + H]+	DOLOBFAZQOPPDU	InChI=1S/C14H17NO2/c1-2-3-4-7-11-10-14(16)12-8-5-6-9-13(12)15(11)17/h5-6,8-10,17H,2-4,7H2,1H3	1-Hydroxy-2-pentylquinoline-4(1H)-one	CCCCCC1=CC(=O)C2=CC=CC=C2N1O	3.5	600311	PUBCHEM:(600311);PUBMED	66	232.13335	155.3858120889036	1290_mzmine_results_sirius_5643	5643
813	1	1	1	1	0.2989341677681386	0.2989341677681386	-344.812895696717	N/A	113.65204211304436	C13H22N2O4	[M + H3N + H]+	RAIXJOOYPRFWSP	InChI=1S/C13H22N2O4/c1-4-19-11(16)6-5-9-12(17)15-10(7-8(2)3)13(18)14-9/h8-10H,4-7H2,1-3H3,(H,14,18)(H,15,17)	ethyl 3-[5-(2-methylpropyl)-3,6-dioxopiperazin-2-yl]propanoate	CCOC(=O)CCC1C(=O)NC(C(=O)N1)CC(C)C	1.0	58300978;101724634	SUPERNATURAL:(SN0320052);COCONUT:(CNP0296342);PUBCHEM:(58300978 101724634)	3145730	288.19171	59.114374999999995	476_mzmine_results_sirius_2255	2255
814	1	1	1	1	0.29869120736012195	0.29869120736012195	-234.69952235367745	N/A	166.67177142221817	C35H52O	[M + H]+	NBYMYOUPDJRGDD	InChI=1S/C35H52O/c1-25(2)10-9-11-26(3)30-16-17-31-29-15-14-28-24-35(36,21-18-27-12-7-6-8-13-27)23-22-33(28,4)32(29)19-20-34(30,31)5/h6-8,12-13,25-26,28-32,36H,9-11,14-17,19-20,22-24H2,1-5H3	9a,11a-dimethyl-1-(6-methylheptan-2-yl)-7-(2-phenylethynyl)-hexadecahydro-1H-cyclopenta[a]phenanthren-7-ol	CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)(C#CC5=CC=CC=C5)O)C)C	11.0	124825472;124914434;124914435;124914436;163069450;163069451;163069452;163069453;99566070;99566071;99566072;99566073;11887050;11887051;11887052;11887053;2748390	COCONUT:(CNP0362489);PUBCHEM:(124825472 124914434 124914435 124914436 163069450 163069451 163069452 163069453 99566070 99566071 99566072 99566073 11887050 11887051 11887052 11887053 2748390)	2097154	489.41213	458.54290489196774	2130_mzmine_results_sirius_7413	7413
815	1	1	1	1	0.2976082870163386	0.2976082870163386	-396.1799531052619	N/A	48.68822798873625	C18H22N2O4	[M + H]+	HADNHTSGOBCUDG	InChI=1S/C18H22N2O4/c1-11(2)17(18(23)24)19-16(22)8-9-20-10-14(12(3)21)13-6-4-5-7-15(13)20/h4-7,10-11,17H,8-9H2,1-3H3,(H,19,22)(H,23,24)	2-[3-(3-acetyl-1H-indol-1-yl)propanamido]-3-methylbutanoic acid	CC(C)C(C(=O)O)NC(=O)CCN1C=C(C2=CC=CC=C21)C(=O)C	1.8	75269451;49652197	SUPERNATURAL:(SN0120017);COCONUT:(CNP0361957);PUBCHEM:(75269451 49652197);PUBMED	3145794	331.16537	157.60000000000002	1294_mzmine_results_sirius_5651	5651
816	1	1	1	1	0.2975603253808953	0.2975603253808953	-481.7482639879268	N/A	42.819895088655564	C24H35N5O11	[M + H3N + H]+	RTQWWZBSTRGEAV	InChI=1S/C24H35N5O11/c1-15(28(11-20(32)33)12-21(34)35)8-27(10-19(30)31)9-18(29(13-22(36)37)14-23(38)39)7-16-3-5-17(6-4-16)26-24(40)25-2/h3-6,15,18H,7-14H2,1-2H3,(H,30,31)(H,32,33)(H,34,35)(H,36,37)(H,38,39)(H2,25,26,40)	2-[[(2s)-2-[Bis(carboxymethyl)amino]-3-[4-(methylcarbamoylamino)phenyl]propyl]-[2-[bis(carboxymethyl)amino]propyl]amino] acetic acid	CC(CN(CC(CC1=CC=C(C=C1)NC(=O)NC)N(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O	-7.1	74890578;92002593	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0253331);BloodExposome:(74890578);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(74890578 92002593);PUBCHEMANNOTATIONDRUG	121634826	587.26752	73.68609375	667_mzmine_results_sirius_3056	3056
817	1	1	1	1	0.29701087539641935	0.29701087539641935	-79.29363012706128	N/A	23.915148653314336	C15H29N3O5	[M + Na]+	XOWMDXHFSBCAKQ	InChI=1S/C15H29N3O5/c1-8(2)5-10(16)13(20)18-12(7-19)14(21)17-11(15(22)23)6-9(3)4/h8-12,19H,5-7,16H2,1-4H3,(H,17,21)(H,18,20)(H,22,23)	2-[[2-[(2-Azaniumyl-4-methylpentanoyl)amino]-3-hydroxypropanoyl]amino]-4-methylpentanoate	CC(C)CC(C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)O)N	-0.1333128	23276220;23276221;10215257	PUBCHEM:(23276220 23276221 10215257);DSSTox:(DTXSID20874765 DTXSID80925722);CHEBI:(159501)	137438953506	354.20009	86.69109825134277	811_mzmine_results_sirius_3691	3691
818	1	1	1	1	0.29532587912030617	0.29532587912030617	-191.24694936860416	N/A	43.39955137443104	C19H34N4O5	[M + Na]+	DJQUZZAFLFQVFL	InChI=1S/C19H34N4O5/c1-5-12(4)16(20)17(25)21-10-15(24)22-13(9-11(2)3)18(26)23-8-6-7-14(23)19(27)28/h11-14,16H,5-10,20H2,1-4H3,(H,21,25)(H,22,24)(H,27,28)	Ile-Gly-Leu-Pro	CCC(C)C(C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O)N	0.5233364	18294419	PUBCHEM:(18294419);CHEBI:(182996)	34	421.24216	85.1953441989422	797_mzmine_results_sirius_3613	3613
819	1	1	1	1	0.29504916254235614	0.29504916254235614	-375.4399549337686	N/A	48.19347433090708	C34H62O13	[M + Na]+	VCEVJQODZQDDCZ	InChI=1S/C34H62O13/c1-7-8-9-10-11-12-13-14-15-16-27(38)45-31-30(41-19-22(2)3)28(39)25(17-35)44-33(31)47-34(21-43-24(6)37)32(42-20-23(4)5)29(40)26(18-36)46-34/h22-23,25-26,28-33,35-36,39-40H,7-21H2,1-6H3	Physordinose A	CCCCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OCC(C)C)COC(=O)C)CO)O)OCC(C)C	5.6	56674892;46872008	SUPERNATURAL:(SN0386402);COCONUT:(CNP0248527);PUBCHEM:(56674892 46872008);LOTUS:(Q105283655);PUBMED	271581250	701.40824	328.7657101708395	1899_mzmine_results_sirius_6952	6952
820	1	1	1	1	0.2947329236226894	0.2947329236226894	-262.2412771481166	N/A	74.11318322138112	C22H38N4O9	[M + H]+	ZRWBSKCFKHSDHD	InChI=1S/C22H38N4O9/c1-3-4-5-6-10-17(27)26-16(22(34)35)11-12-18(28)25-15(9-7-8-14(23)21(32)33)19(29)24-13(2)20(30)31/h13-16H,3-12,23H2,1-2H3,(H,24,29)(H,25,28)(H,26,27)(H,30,31)(H,32,33)(H,34,35)	N-(1-Oxoheptyl)-D-gamma-glutamyl-(6R)-6-carboxy-L-lysyl-D-alanine	CCCCCCC(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)NC(C)C(=O)O)C(=O)O	-1.9	9983535;20695750;21119320;88223434;115204	PUBCHEMANNOTATIONBIO;BloodExposome:(115204);MESH:(115204);PUBCHEM:(9983535 20695750 21119320 88223434 115204);DSSTox:(DTXSID10229629);PUBCHEMANNOTATIONDRUG;PUBMED	137493479494	503.2709	86.3025	806_mzmine_results_sirius_3659	3659
821	1	1	1	1	0.29451719561279177	0.29451719561279177	-68.92814664821579	N/A	61.86572601122173	C14H27N3O5S	[M + H]+	SBYQHZCMVSPQCS	InChI=1S/C14H27N3O5S/c1-7(2)11(17-12(19)10(15)8(3)18)13(20)16-9(14(21)22)5-6-23-4/h7-11,18H,5-6,15H2,1-4H3,(H,16,20)(H,17,19)(H,21,22)	2-[[2-[(2-Amino-3-hydroxybutanoyl)amino]-3-methylbutanoyl]amino]-4-methylsulfanylbutanoic acid	CC(C)C(C(=O)NC(CCSC)C(=O)O)NC(=O)C(C(C)O)N	-0.7132114	145458254;18224549	PUBCHEM:(145458254 18224549);CHEBI:(164382)	34	350.17468	75.9851899433136	698_mzmine_results_sirius_3188	3188
822	1	1	1	1	0.2920812104415929	0.2920812104415929	-90.52659184661267	N/A	61.86267469836764	C22H46O5	[M + H3N + H]+	OARYCGKAYBBHAM	InChI=1S/C22H46O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-24-17-19-26-21-22-27-20-18-25-16-14-23/h23H,2-22H2,1H3	3,6,9,12-Tetraoxahexacosan-1-ol	CCCCCCCCCCCCCCOCCOCCOCCOCCO	5.2104425	4649131	NORMAN:(NS00076627);PUBCHEM:(4649131);DSSTox:(DTXSID30959875);PUBCHEMANNOTATIONSAFETYANDTOXIC	137506324482	408.36837	368.327109375	2010_mzmine_results_sirius_7228	7228
823	1	1	1	1	0.291943914619611	0.291943914619611	-320.15207762232865	N/A	37.302126635920466	C11H16N2O3S	[M + H]+	NQFBZYYUAFJYNS	InChI=1S/C11H16N2O3S/c1-12-8(7-9(14)15)17-11(10(12)16)13-5-3-2-4-6-13/h7,11H,2-6H2,1H3,(H,14,15)	2-(3-Methyl-4-oxo-5-piperidin-1-yl-1,3-thiazolidin-2-ylidene)acetic acid	CN1C(=CC(=O)O)SC(C1=O)N2CCCCC2	-1.4	76959757;76959758;101925830;101925831;6436036;65466;57458911	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0256028);BloodExposome:(6436036);MESH:(65466 6436036 57458911 76959758);PUBCHEM:(76959757 76959758 101925830 101925831 6436036 65466 57458911);DSSTox:(DTXSID30866590);PUBCHEMANNOTATIONDRUG;PUBMED	137493479502	257.09563	126.65	1146_mzmine_results_sirius_5232	5232
824	1	1	1	1	0.291643905275553	0.42008230164302535	-90.27425926077879	N/A	54.10427742978883	C15H11NO3	[M + H3N + H]+	UOMKBIIXHQIERR	InChI=1S/C15H11NO3/c17-14(18)9-16-12-7-3-1-5-10(12)15(19)11-6-2-4-8-13(11)16/h1-8H,9H2,(H,17,18)		C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC(=O)O	2.7	38072;3979252	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0246234);BloodExposome:(38072);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0375884);MESH:(38072);PUBCHEM:(38072 3979252);GNPS:(CCMSLIB00000085099);COCONUT:(CNP0469615);CHEBI:(136036);DSSTox:(DTXSID10932383 DTXSID6046557);PUBCHEMANNOTATIONDRUG;PUBMED	137563738222	271.10762	135.3710191631317	1197_mzmine_results_sirius_5417	5417
825	1	1	1	1	0.29094568736373233	0.29094568736373233	-289.5149518546821	N/A	45.96528338260383	C16H21N3O3	[M + H3N + H]+	DYBMMAZQIXNPSW	InChI=1S/C16H21N3O3/c1-11(2)3-7-16(8-4-12-5-9-17-10-6-12)13(20)18-15(22)19-14(16)21/h5-6,9-11H,3-4,7-8H2,1-2H3,(H2,18,19,20,21,22)	5-(3-Methylbutyl)-5-(2-pyridin-4-ylethyl)-1,3-diazinane-2,4,6-trione	CC(C)CCC1(C(=O)NC(=O)NC1=O)CCC2=CC=NC=C2	2.0312953	1224379	PUBCHEM:(1224379);CHEBI:(114254);PUBMED	98	321.19261	66.91375	578_mzmine_results_sirius_2693	2693
826	1	1	1	1	0.29052017093326804	0.29052017093326804	-103.73326143971013	N/A	95.08974295579682	C18H34O5	[M + H]+	XSKPTXLSWNXFMY	InChI=1S/C18H34O5/c19-16(13-9-5-3-7-11-15-18(22)23)12-8-4-1-2-6-10-14-17(20)21/h16,19H,1-15H2,(H,20,21)(H,22,23)	9-hydroxyoctadecanedioic acid	C(CCCCC(=O)O)CCCC(CCCCCCCC(=O)O)O	4.5	22000992;163029435	SUPERNATURAL:(SN0438828);COCONUT:(CNP0307682);PUBCHEM:(22000992 163029435);LOTUS:(Q105341061)	271581186	331.24807	259.6015625	1714_mzmine_results_sirius_6562	6562
827	1	1	1	1	0.28976311342994127	0.28976311342994127	-287.1519167108621	N/A	47.24403986917357	C14H14FNO3	[M + H]+	RCVZUIGCNAAMIC	InChI=1S/C14H14FNO3/c1-8(2)7-16-13-9(4-3-5-11(13)15)10(14(16)19)6-12(17)18/h3-6,8H,7H2,1-2H3,(H,17,18)	(2E)-2-[7-fluoro-1-(2-methylpropyl)-2-oxoindol-3-ylidene]acetic acid	CC(C)CN1C2=C(C=CC=C2F)C(=CC(=O)O)C1=O	2.2	87194229;66892728;44232532	PUBCHEMANNOTATIONBIO;MESH:(44232532);PUBCHEM:(87194229 66892728 44232532);DSSTox:(DTXSID401336557);PUBMED	137455730758	264.10181	142.426875	1233_mzmine_results_sirius_5520	5520
828	1	1	1	1	0.2892035171209809	0.33804649965897293	-135.25388456995776	N/A	37.07060478017193	C12H20N4O3	[M + Na]+	IDXZDKMBEXLFMB	InChI=1S/C12H20N4O3/c1-3-7(2)10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)	2-[2-amino-3-(1H-imidazol-5-yl)propanamido]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-0.16854768	4060215;9900065;51062691;92287398;92287399;45049957;93602642	COCONUT:(CNP0346995);HMDB:(HMDB0028888);BloodExposome:(4060215);CHEBI:(141437 169681);SUPERNATURAL:(SN0143034);PUBCHEM:(4060215 9900065 51062691 92287398 92287399 45049957 93602642);FooDB:(FDB111917);GNPS:(CCMSLIB00003134852)	544215082	291.14278	21.2175	34_mzmine_results_sirius_190	190
829	1	1	1	1	0.28918181467661613	0.28918181467661613	-206.55109318768916	N/A	19.47025936279653	C22H36N4O8	[M + Na]+	BAAXBGJDMMSSOH	InChI=1S/C22H36N4O8/c1-11(2)9-15-21(33)23-14(6-8-18(29)30)20(32)26-16(10-12(3)4)22(34)24-13(19(31)25-15)5-7-17(27)28/h11-16H,5-10H2,1-4H3,(H,23,33)(H,24,34)(H,25,31)(H,26,32)(H,27,28)(H,29,30)	Cyclo-(L-Leu-L-Glu-L-Leu-L-Glu)	CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCC(=O)O)CC(C)C)CCC(=O)O	0.6	162836274;139591616	SUPERNATURAL:(SN0019946);COCONUT:(CNP0097761);PUBCHEM:(162836274 139591616);LOTUS:(Q104922043 Q103816595)	271581186	507.24298	83.31	778_mzmine_results_sirius_3498	3498
830	1	1	1	1	0.28905074080488563	0.5123679345127388	-250.16424225982908	N/A	84.70042914328548	C39H76NO8P	[M + H]+	LTLJNWJLDIGSCA	InChI=1S/C39H76NO8P/c1-4-5-25-35-31-36(35)26-21-17-15-19-23-28-39(42)48-37(33-47-49(43,44)46-30-29-40)32-45-38(41)27-22-18-14-12-10-8-6-7-9-11-13-16-20-24-34(2)3/h34-37H,4-33,40H2,1-3H3,(H,43,44)	null	CCCCC1CC1CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC(C)C)COP(=O)(O)OCCN	10.949329	""	MiMeDB:(MMDBc0031322)	1073741824	718.53829	416.19415122985833	2061_mzmine_results_sirius_7294	7294
831	1	1	1	1	0.28857600703887204	0.28857600703887204	-431.461181233812	N/A	38.67884544727473	C11H20N2O4	[M + Na]+	JKCPTRCNCMWJJG	InChI=1S/C11H20N2O4/c1-3-6(2)9(11(16)17)13-10(15)8-4-7(14)5-12-8/h6-9,12,14H,3-5H2,1-2H3,(H,13,15)(H,16,17)	Hydroxyprolyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C1CC(CN1)O	-0.11107839	163680107;61157357;61174331;61174550;141472715	SUPERNATURAL:(SN0167621);PUBCHEM:(163680107 61157357 61174331 61174550 141472715);HMDB:(HMDB0028866);FooDB:(FDB111896);CHEBI:(176446)	537919530	267.13369	62.97781036376953	532_mzmine_results_sirius_2502	2502
832	1	1	1	1	0.28795618840862425	0.28795618840862425	-197.9085333020984	N/A	14.102103310457242	C14H15NO4	[M + H3N + H]+	HHNMWAFTDSRKBX	InChI=1S/C14H15NO4/c1-19-14(18)8-7-13(17)15-12(10-16)9-11-5-3-2-4-6-11/h2-9,16H,10H2,1H3,(H,15,17)	Methyl (Z)-4-{[(Z)-1-(Hydroxymethyl)-2-Phenyl-1-Ethenyl] Amino}-4-Oxo-2-Butenoate	COC(=O)C=CC(=O)NC(=CC1=CC=CC=C1)CO	0.7	162877321;139587169	SUPERNATURAL:(SN0125781);COCONUT:(CNP0142670);PUBCHEM:(162877321 139587169);LOTUS:(Q104167866 Q77559524);MiMeDB:(MMDBc0014892)	1345323010	279.13402	69.3521875	622_mzmine_results_sirius_2859	2859
833	1	1	1	1	0.28772798503421404	0.28772798503421404	-156.31174193523563	N/A	133.44884580280615	C28H50O9	[M + H3N + H]+	GWXLTEUAMDVFFH	InChI=1S/C28H50O9/c1-4-6-8-10-11-13-15-16-21(18-23(29)30)36-24(31)19-22(17-14-12-9-7-5-2)37-28-27(34)26(33)25(32)20(3)35-28/h12,14,20-22,25-28,32-34H,4-11,13,15-19H2,1-3H3,(H,29,30)	3-({3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]dec-5-enoyl}oxy)dodecanoic acid	CCCCCCCCCC(CC(=O)O)OC(=O)CC(CC=CCCCC)OC1C(C(C(C(O1)C)O)O)O	5.3	162995057;139590374	SUPERNATURAL:(SN0117540);COCONUT:(CNP0268389);PUBCHEM:(162995057 139590374);LOTUS:(Q105022873)	271581186	548.37965	324.70086303710934	1878_mzmine_results_sirius_6899	6899
834	1	1	1	1	0.28731973566518704	0.28731973566518704	-347.8943789709144	N/A	28.071125844829936	C44H86NO7P	[M + H]+	XNZQOYAFZKVKCP	InChI=1S/C44H86NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45)52-44(46)37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h20,23,36,39,43H,3-19,21-22,24-35,37-38,40-42,45H2,1-2H3,(H,47,48)	1-(1Z-eicosenyl)-2-(9Z-nonadecenoyl)-glycero-3-phosphoethanolamine	CCCCCCCCCCCCCCCCCCC=COCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCCC	13.7	52925113	LIPIDMAPS:(LMGP02030080);PUBCHEM:(52925113)	2147483650	772.61535	424.92	2068_mzmine_results_sirius_7302	7302
835	1	1	1	1	0.28709947607770836	0.28709947607770836	-215.69859358666028	N/A	90.92307764374719	C33H60O13	[M + H3N + H]+	LBEDIKQNPUUWAJ	InChI=1S/C33H60O13/c1-6-8-10-12-14-16-22(18-24(34)41-5)44-25(35)19-23(17-15-13-11-9-7-2)45-33-31(29(39)27(37)21(4)43-33)46-32-30(40)28(38)26(36)20(3)42-32/h20-23,26-33,36-40H,6-19H2,1-5H3	(R)-3-[[(R)-3-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-6-deoxy-alpha-L-mannopyranosyl]oxy]decanoyl]oxy]decanoic acid methyl ester	CCCCCCCC(CC(=O)OC(CCCCCCC)CC(=O)OC)OC1C(C(C(C(O1)C)O)O)OC2C(C(C(C(O2)C)O)O)O	4.0	101235578;11136106	PUBCHEM:(101235578 11136106)	2	682.43752	300.72734375	1823_mzmine_results_sirius_6782	6782
836	1	1	1	1	0.28655642927604924	0.28655642927604924	-114.74421048655407	N/A	53.42839433820502	C6H11N3O2	[M + H3N + H]+	KUUXNBVDLZZQCH	InChI=1S/C6H11N3O2/c7-4-9-3-1-2-5(8)6(10)11/h5,7H,1-3,8H2,(H,10,11)	N-(4-Carboxy-4-aminobutyl)carbodiimide	C(CC(C(=O)O)N)CN=C=N	-0.073524766	101600315	PUBCHEM:(101600315)	2	175.11891	19.654062500000002	9_mzmine_results_sirius_61	61
837	1	1	1	1	0.28602580258856614	0.28602580258856614	-5.069392388244921	N/A	27.47510921882273	C15H32O6	[M + H3N + H]+	AQRQHYITOOVBTO	InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3	2,5,8,11-tetramethyl-3,6,9,12-tetraoxapentadecane-1,14-diol	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	1.141083	9836244	NORMAN:(NS00017694);COCONUT:(CNP0223353);SUPERNATURAL:(SN0012785);PUBCHEM:(9836244);MACONDA:(CON00097);GNPS:(CCMSLIB00003136844);DSSTox:(DTXSID00903901);TRAIN	137442382850	326.25378	129.27687500000002	1164_mzmine_results_sirius_5308	5308
838	1	1	1	1	0.2860047623083702	0.2860047623083702	-268.50646899453346	N/A	184.7930905224406	C34H60O13	[M + H]+	QGQSOVLOEOVNRW	InChI=1S/C34H60O13/c1-5-7-9-10-11-12-13-14-15-16-18-20-29(40)46-32-31(44-25(4)37)28(23-42-24(3)36)45-34(43-22-27(39)26(38)21-35)33(32)47-30(41)19-17-8-6-2/h26-28,31-35,38-39H,5-23H2,1-4H3	3-(acetyloxy)-2-[(acetyloxy)methyl]-5-(hexanoyloxy)-6-(2,3,4-trihydroxybutoxy)oxan-4-yl tetradecanoate	CCCCCCCCCCCCCC(=O)OC1C(C(OC(C1OC(=O)CCCCC)OCC(C(CO)O)O)COC(=O)C)OC(=O)C	5.9	76410054;56773940;133562242	COCONUT:(CNP0296669);CHEBI:(183996);SUPERNATURAL:(SN0304887);PUBCHEM:(76410054 56773940 133562242);GNPS:(CCMSLIB00000847558);TRAIN	3166242	677.40963	313.012421875	1855_mzmine_results_sirius_6860	6860
839	1	1	1	1	0.2857850342573633	0.2857850342573633	-335.9029795419272	N/A	46.259924431210976	C15H22N2O4	[M + H3N + H]+	BJGIOQMABSTTOK	InChI=1S/C15H22N2O4/c1-3-6-21-10-4-5-16-12(7-10)15(19)17-9-11(20-2)8-13(17)14(16)18/h3,10-13H,1,4-9H2,2H3	5-methoxy-11-(prop-2-en-1-yloxy)-1,7-diazatricyclo[7.4.0.0³,⁷]tridecane-2,8-dione	COC1CC2C(=O)N3CCC(CC3C(=O)N2C1)OCC=C	0.2	3849094;11866172	COCONUT:(CNP0151778);PUBCHEM:(3849094 11866172)	2097154	312.19181	41.1287890625	248_mzmine_results_sirius_1272	1272
840	1	1	1	1	0.28572571916275386	0.28572571916275386	-240.52768752933727	N/A	11.498409796386367	C13H24N2O4	[M + Na]+	KXJIASGDDBUKJR	InChI=1S/C13H24N2O4/c1-7(2)6-10(13(18)19)15-12(17)11(8(3)4)14-9(5)16/h7-8,10-11H,6H2,1-5H3,(H,14,16)(H,15,17)(H,18,19)	(2S)-2-[(2-acetamido-3-methylbutanoyl)amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C	1.0065819	101109105;101124089;102159159;101579921;43353242;78975621;61137192;54018653;117064517;73899767;73910602	MESH:(54018653);PUBCHEM:(101109105 101124089 102159159 101579921 43353242 78975621 61137192 54018653 117064517 73899767 73910602);DSSTox:(DTXSID50708428);PUBMED	137438953542	295.1632	128.5051513671875	1160_mzmine_results_sirius_5290	5290
