formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	C12H20N2O4	[M + H]+	C12H21N2O4+	Amino acids and Peptides	0.996	Small peptides	0.996	Dipeptides	0.889	Peptides	0.636	Amino acids, peptides, and analogues	0.995	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	257.149	94	567750528692853999	567749482574699426	4028
1	C34H64N6O8	[M + Na]+	C34H64N6NaO8+	Amino acids and Peptides	0.984	Oligopeptides	0.974	Linear peptides	0.663	Peptides	0.769	Amino acids, peptides, and analogues	0.997	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	707.467	90	567750295682486693	567749482591476646	4032
1	C44H69N3O8	[M + H]+	C44H70N3O8+	Amino acids and Peptides	0.826	Oligopeptides	0.986	Microcolins and mirabimids	0.736	Alpha amino acid esters	0.539	Alpha amino acids and derivatives	0.994	Amino acids and derivatives	0.995	Amino acids, peptides, and analogues	0.997	Carboxylic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	768.522	94	567750369338660708	567749482608253866	4035
1	C12H22N2O3	[M + H]+	C12H23N2O3+	Amino acids and Peptides	0.988	Small peptides	0.994	Dipeptides	0.920	N-acyl-alpha amino acids	0.721	N-acyl-alpha amino acids and derivatives	0.832	Alpha amino acids and derivatives	0.975	Amino acids and derivatives	0.989	Amino acids, peptides, and analogues	0.991	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	243.170	94	567750321020277689	567749482625031086	4041
1	C21H38N4O5	[M + H]+	C21H39N4O5+	Amino acids and Peptides	1.000	Small peptides	0.978	Tripeptides	0.816	Oligopeptides	0.993	Peptides	0.999	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	427.291	94	567750321829778376	567749482641808306	4042
1	C24H44N4O4	[M + H]+	C24H45N4O4+	Amino acids and Peptides	0.989	Small peptides	0.945	Tripeptides	0.913	Dipeptides	0.555	Peptides	0.601	Amino acids, peptides, and analogues	0.982	Carboxylic acids and derivatives	0.997	Organic acids and derivatives	0.999	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	453.343	94	567750319590019964	567749482658585526	4043
1	C21H38N4O5	[M + Na]+	C21H38N4NaO5+	Amino acids and Peptides	1.000	Small peptides	0.987	Tripeptides	0.399	Oligopeptides	0.983	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	449.273	94	567750332177126600	567749482671168442	4045
1	C20H31N3O5	[M + H]+	C20H32N3O5+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	1.000	Oligopeptides	1.000	Peptides	1.000	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	394.234	94	567750363810567946	567749482687945662	4050
2	C16H30N4O5	[M + Na]+	C16H30N4NaO5+	Amino acids and Peptides	0.947	Small peptides	0.886	Dipeptides	0.546	Peptides	0.514	Amino acids, peptides, and analogues	0.947	Carboxylic acids and derivatives	0.987	Organic acids and derivatives	0.995	Organic compounds	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	381.214	94	567750357200344732	567749482704722882	4053
1	C8H17NO2	[M + H]+	C8H18NO2+	Fatty acids	0.978	Fatty amides	0.953	N-acyl amines	0.542	Amino acids and derivatives	0.603	Amino acids, peptides, and analogues	0.604	Carboxylic acids and derivatives	0.990	Organic acids and derivatives	0.997	Organic compounds	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	160.133	95	567750331048858811	567749482721500102	4063
2	C12H11NO	[M + H]+	C12H12NO+	Alkaloids	0.989	Anthranilic acid alkaloids	0.676	Acridone alkaloids	0.466	Benzenoids	0.986	Organic compounds	1.000							Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.091	95	567750433968691694	567749482738277322	4064
2	C14H16N2O4	[M + H]+	C14H17N2O4+	Amino acids and Peptides	0.982	Small peptides	0.971	Dipeptides	0.734	Dipeptides	0.686	Peptides	0.918	Amino acids, peptides, and analogues	0.997	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	277.119	95	567750325327827980	567749482759248846	4067
1	C11H11NO2	[M + H]+	C11H12NO2+	Alkaloids	0.990	Anthranilic acid alkaloids	0.971	Quinoline alkaloids	0.698	Hydroquinolones	0.769	Quinolones and derivatives	0.787	Quinolines and derivatives	0.858	Organoheterocyclic compounds	0.964	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.086	95	567750336535008542	567749482776026066	4074
1	C17H31N3O6	[M + Na]+	C17H31N3NaO6+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	0.932	Oligopeptides	0.880	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	396.211	95	567750333112456412	567749482792803286	4075
